video_id,sen_id,caption
video4408,41510,a woman is giving demo for baby trolley
video4409,38771,a video game walkthrough
video441,59455,two persons are discussing about police state
video4410,40536,the photo-shoot of sexy girls
video4411,100137,a worker at planet fitness kicks out two overly-muscular guys out of the gym
video4412,3320,2 men sit in the interior of a car while driving
video4413,88071,opening credits to tv show
video4414,133516,a studio with a man and woman talking about big supermarkets how the economy affects them
video4415,37632,person singing a song
video4416,91326,a person viewing the show big bang theory on a website
video4417,107192,large silver fish jump high out of the water in a river
video4418,18358,batman is fighting bane in a movie
video4419,445,a woman is giving pose for in outdoor
video442,51590,a woman talks about how to make soft and chewy cookies at home
video4420,18889,a team is playing a basketball game
video4421,36671,a person playing minecraft on the computer
video4422,4271,a man with sunglasses sings to an indoor audience
video4423,98880,a cartoon of a cat and his friends are talking
video4424,123404,chicken fried steak with potato wedges and gravy are put on a plate
video4425,16204,a man is wearing an england jersey
video4426,64525,a dog getting something ans running away with youtube comments popping up
video4427,81837,the read over the recipe
video4428,127840,a person explaining about him how is there in the photo
video4429,48839,woman is showing food recipe
video443,82899,two cooks work in a home kitchen
video4430,75339,a cartoon character is preparing something
video4431,111020,an animal is restrained and gripped by its ears while a man wearing a plaid shirt shaves it s fur off as the animal kicks and struggles
video4432,26873,people are dancing and singing at the beach
video4433,118482,a group of animals are playing in the field
video4434,37096,two students talking about class
video4435,119059,guy adds chopped vegetables to pot then serves onto a plate
video4436,47531,people are walking on a stage and a man is talking
video4437,21766,a man is playing an electric guitar while sitting on a stool indoors
video4438,98583,a man is in a kitchen putting bacon in the oven and then greasing an electric skillet with butter while dramatic music plays
video4439,102971,a man is explaining the inspection process of his job
video444,76828,a person uses a pull bar on a laminate floor
video4440,44793,two men watch as someone is struggling in the pool
video4441,123213,two male seeing their good friend in heaven as they all receives their halo
video4442,57165,a man is showing us how to transition a regular jean
video4443,113169,linkin park in the end by maxingpro video clip
video4444,129667,a person in blue tshirt is explaining about the product he made
video4445,12320,a boy and a girl are talking while in a car
video4446,50889,a man talks about money
video4447,118030,a man with long hair is advertising overboardhumor instagram with the hashtag #boobselfie
video4448,14635,someone is narrating a game
video4449,102302,there is a man playing a game with headset
video445,114237,a person looking at the camera and talking
video4450,114083,a squirrel climbing the pitchers net at a professional baseball game played to upbeat music
video4451,93291,men are talking about donations
video4452,60537,a person is using scissors on a silver material
video4453,62835,someone is playing a game
video4454,76590,an animated film featuring a cow at a bus stop
video4455,42830,a woman dances around in a room
video4456,79523,guys enjoying by singing
video4457,71967,a video is shown about a car with specs of it
video4458,88721,a guy talks to a girl in this lego brickfilm
video4459,34392,fox sports journalist commenting on a tennis match between england and japan
video446,12805,a child goes fishing
video4460,1966,a video showing basketball clips
video4461,37177,young girls dancing together
video4462,111778,an old video game character running through grass and jumping through obstacles
video4463,32268,boy playing with spongebob toys
video4464,118304,the sportswoman sits on the floor and stretching her body
